"","state","id","year","name","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues"
"22284","NE","197957",2022,"Kenesaw School District No. 3R",0,0,0,0,0,0,4648618,4648618,0,5920246,5657063
"22285","NE","197954",2022,"Adams Central School District No. 90",0,0,0,4153734,0,0,10314037,10314037,0,18241944,17959936
"22286","OK","198307",2022,"Putnam City Independent School District No. 1",104300033,16023479,0,0,0,0,387521538,105095900,5291554,208846820,235047735
"22287","TN","198324",2022,"Murfreesboro City Schools",57852677,9492663,0,49004107,7104819,0,220216517,55865231,444453,105945657,129173676
"22288","IL","198265",2022,"Chicago Board of Education",29464982000,1271682000,14727410000,0,3304981000,0,10484207000,3288307000,349324000,9159928000,8394133000
"22289","MI","41874",2022,"Clare-Gladwin Regional Education Service District",28266809,5944377,20092996,0,1300687,0,25720988,18430294,190636,23338846,25434284
"22290","NE","190294",2022,"Humboldt Table Rock Steinauer Public Schools, District No. 74-0070",0,0,0,0,0,0,4217724,4217724,0,8275327,8217781
"22291","NE","190364",2022,"Schuyler Community Schools District No. 123",0,0,0,7258073,0,0,25511476,10573445,0,28778604,27240275
"22292","IL","196568",2022,"Geneva Community Unit School District No. 304",165808305,10193926,3605220,3117316,35782618,0,232517063,129929004,0,121243107,133876070
"22293","OK","198297",2022,"Canton School District No. 1-105",3934364,484365,0,0,0,0,8812222,5362222,0,7294244,6866264
"22294","OK","198294",2022,"Calera School District No. 1-48",7441594,391063,0,0,0,0,10257930,3207399,0,9880285,9894642
"22295","OK","198299",2022,"Grove School District No. 1-2",11454760,2427536,0,0,0,0,21623036,12595812,0,28637897,32642963
"22296","VT","230512",2022,"Lake Region Union Elementary-Middle School District",2805368,1504224,261699,0,0,0,9587047,4111218,17149,20292495,20295420
"22297","OR","198313",2022,"Umatilla School District No. 6R",15808750,0,0,0,0,0,28634885,4077908,0,19695305,21448905
"22298","OK","198291",2022,"Anadarko School District No. 1-20",4990526,2440349,0,0,0,0,14191850,11641673,0,19416308,20474204
"22299","OK","198305",2022,"Oologah-Talala School District No. 1-4",13684094,313366,0,0,0,0,19936594,6565866,0,22087658,25090170
"22300","KY","33670",2022,"Harrison County School District",30328420,978409,9332172,0,6852510,0,34190954,12145898,511320,24002112,29366198
"22301","KS","196786",2022,"Manhattan-Ogden Unified School District No. 383",0,0,43055324,0,0,0,0,0,0,117904756,92720311
"22302","MN","196907",2022,"Independent School District No. 482",41090893,1112834,12999920,0,546523,0,43111150,14556259,20898,35758239,38530200
"22303","NC","36562",2022,"Gaston County Board of Education",368021036,16554480,48831568,0,282758788,150475,289255405,41336565,19876200,329448271,368196757
"22304","NC","36647",2022,"Rowan-Salisbury Board of Education",235940213,4886001,31957815,0,182967376,98752,156645598,31772945,9910501,205821379,232012557
"22305","TX","38788",2022,"Andrews Independent School District",64475924,17733291,5921275,0,12587767,0,139391273,57752806,697622,64539053,65613893
"22306","TX","39029",2022,"Big Spring Independent School District",63866777,5012971,4858090,0,10750161,0,101261345,40862075,0,44236892,49102818
"22307","MO","35228",2022,"West Plains R-7 School District",13206318,1790508,5932505,0,0,0,40605881,14020578,442978,32086086,36525552
"22308","TX","42252",2022,"Grapevine-Colleyville Independent School District",580312920,91477495,19572610,0,41345833,0,649412027,285455275,378302,244520805,260133679
"22309","PA","38007",2022,"Marion Center Area School District",40283476,3669615,30382000,0,5956000,0,26878377,19040950,274996,25046091,28575106
"22310","GA","196519",2022,"Greene County Board of Education",46564137,3711307,13730457,0,21065418,0,78444198,34119494,0,46246630,58348623
"22311","IL","196594",2022,"Zion Benton Township High School District No. 126",37971720,4258134,1630070,5413988,19451625,0,173447624,82107269,151778,59528338,75236532
"22312","MA","57449",2022,"Essex North Shore Agricultural and Technical School District",37924868,3816803,4402912,0,0,0,124823734,11126924,354298,44362349,45332097
"22313","NY","36147",2022,"Sherburne-Earlville Central School District",66899328,2676407,0,11946745,45518289,0,72474092,14284453,1833672,36314677,38233833
"22314","NY","197102",2022,"Oswego County Board of Cooperative Educational Services",165563598,22878856,0,19790651,138195453,0,89009613,32180451,2273720,71798132,71946878
"22315","OH","37195",2022,"Northmont City School District",115373904,9015658,41209623,0,5306532,5136159,166642406,34185994,4194350,70585270,79841558
"22316","PA","38089",2022,"Hatboro-Horsham School District",249280598,18356683,140537000,0,13210750,0,189575913,79632583,2265613,108337618,122149758
"22317","OH","37199",2022,"Northmor Local School District",24030372,1555631,7142037,0,852758,875532,47870727,7221194,856261,14734849,17475950
"22318","OH","37080",2022,"Pickerington Local School District",191503458,18183727,83821640,0,8642776,11130141,273101179,70811563,8020114,144855328,160410236
"22319","PA","37953",2022,"Crawford Central School District",106141057,9358956,68934250,0,9304259,0,72432592,25925911,1380222,57914441,69829746
"22320","PA","37866",2022,"Big Beaver Falls Area School District",57632238,4021516,36582000,0,3807000,0,29180806,15796881,199553,31024164,37354076
"22321","PA","38186",2022,"Lackawanna Trail School District",41732179,3034663,26235000,0,7828619,0,22523649,13085880,438065,19572671,24657682
"22322","OH","37132",2022,"Fredericktown Local School District",0,0,7373054,0,924748,926463,15274533,15274533,0,14076609,15390225
"22323","MO","35251",2022,"Warrensburg R-6 School District",0,760000,0,0,0,0,15877130,15877130,0,49239429,45485591
"22324","TX","38904",2022,"Lake Dallas Independent School District",196879950,4131682,5380199,0,11674741,0,188911953,33410850,0,55554709,59514792
"22325","TX","39231",2022,"Huntsville Independent School District",182699538,54299969,8124986,0,17959219,0,240382516,187172809,173493,140890725,163664633
"22326","WI","40004",2022,"Two Rivers Public School District",10082828,1615688,1123047,5680153,3745303,0,32071603,10912172,0,24527864,27579102
"22327","WV","39799",2022,"Mercer County Board of Education",24150343,13898995,3085004,0,0,66640,190555444,26394207,217293,94639106,110183350
"22328","NH","35572",2022,"Winnisquam Regional School District",23895801,1066807,16070372,0,4847836,0,22933753,6156233,1214127,25505417,26829456
"22329","MI","161738",2022,"Kingston Community Schools",15427142,745214,7975018,0,527648,0,12963045,3550347,32755,7636532,9434442
"22330","IN","196705",2022,"Metropolitan School District of Steuben County",0,0,0,0,0,0,67130162,0,0,43259561,56420627
"22331","NY","36416",2022,"Bayport-Blue Point Union Free School District",181778994,5748150,0,34970484,120010897,0,145569941,22155408,4158108,78859153,78380023
"22332","TX","163578",2022,"Excelsior Independent School District",781335,159802,114665,0,493027,0,1222599,918452,0,1407340,1489558
"22333","OH","82963",2022,"Danville Local School District",0,0,4609163,0,600488,572571,9026372,0,0,9329503,11139764
"22334","NC","36621",2022,"Northampton County Board of Education",21429070,1268510,2893847,0,16015471,8739,24814475,5011444,1139235,25517223,29286669
"22335","PA","37941",2022,"Allegheny-Clarion Valley School District",25407795,1574757,17326000,0,3728000,0,15492403,4637168,178003,16143850,16340746
"22336","PA","38144",2022,"Northern Tioga School District",77728606,5310046,45368000,0,5989381,0,64208028,20609426,406560,35958182,39737119
"22337","PA","58528",2022,"Mount Pleasant Area School District",67191505,4927538,37443738,0,4040465,0,37540287,12901035,672230,32735400,37070965
"22338","OH","37148",2022,"Benjamin Logan Local School District",0,0,11524269,0,1376834,1470796,6339525,3677,0,22020512,21865768
"22339","TX","163656",2022,"Honey Grove Independent School District",12213257,608754,927802,0,2204129,0,22472626,8769834,0,9014268,11170575
"22340","TX","39149",2022,"Reagan County Independent School District",64148374,37919214,1814254,0,3482198,0,111219598,53512819,0,54645403,55686165
"22341","TX","197591",2022,"Rio Grande City Grulla Independent School District",252451133,23232587,19620020,0,40340670,0,331400221,156622487,0,155374897,161252953
"22342","TX","163952",2022,"Skidmore-Tynan Independent School District",28719929,645575,1033461,0,2446718,0,37717386,20669561,0,11860997,14034933
"22343","TX","65252",2022,"Woden Independent School District",16344951,995303,1222610,0,3168211,0,32026498,12100667,0,12957795,11020649
"22344","VT","230520",2022,"Mount Mansfield Unified Union School District",10726520,1916627,2664520,0,0,0,31115245,10091715,266243,69840926,71902816
"22345","TX","164114",2022,"Yorktown Independent School District",6503608,706431,665143,0,1581390,0,39495058,16029071,0,17968331,18772369
"22346","WV","50535",2022,"Pleasants County Board of Education",8480206,2217764,361881,0,0,11448,47396902,12941671,193427,15589107,17917040
"22347","TX","39176",2022,"Shelbyville Independent School District",4759758,404450,1188620,0,2687232,0,15121667,4928252,0,10324048,11176941
"22348","TX","38796",2022,"Lytle Independent School District",35410975,1957654,2876772,0,6085785,0,48813602,12650633,0,22674595,25376319
"22349","CA","145962",2022,"Bret Harte Union High School District",28644266,1327474,6498184,0,1932584,0,31841313,10205021,46973,13780884,15590593
"22350","CA","145944",2022,"Bishop Unified School District",30928930,5642078,13725246,0,4844669,0,38129319,6369572,269484,26992109,30650567
"22351","CA","145953",2022,"Bonita Unified School District",237679160,8994634,70079603,0,25089668,0,206625516,10146414,2258165,115609624,144854346
"22352","CA","146084",2022,"Dublin Unified School District",802979542,29124477,77728000,0,0,0,1188686652,441892498,0,196630184,234022977
"22353","CA","146454",2022,"Oceanside Unified School District",525064413,25945702,122395924,0,12632661,0,530699853,20880806,2002347,244782361,286341882
"22354","CA","146552",2022,"Richgrove Elementary School District",7926352,1334957,5602643,0,922663,0,27711468,13875280,66089,12281109,14645731
"22355","CA","146434",2022,"Newport-Mesa Unified School District",700779212,26713577,191971086,0,117524574,0,641144770,22345777,4929098,348707526,428767463
"22356","CA","146544",2022,"Redondo Beach Unified School District",326806787,24782988,69403877,0,0,0,352002951,83236385,1263956,133775302,155339382
"22357","CA","145918",2022,"Barstow Unified School District",121561495,22569519,37604119,0,0,0,174717082,86082535,1064446,85014053,101552310
"22358","CA","146026",2022,"Claremont Unified School District",161999365,11588679,48301284,0,21879430,0,155575586,6278733,505417,99190597,105594491
"22359","CA","145924",2022,"Beaumont Unified School District",233593970,10099149,64376876,0,12545668,0,440510772,130748981,446594,154277320,200454472
"22360","IL","48386",2022,"Hoover-Schrum Memorial School District No. 157",18213434,57360,493498,458185,4818473,0,38529967,5218874,0,16809292,16622470
"22361","OK","190914",2022,"Stroud School District No. 1-054",39289148,1079435,0,0,0,0,69014261,30804548,0,23357802,24086277
"22362","CA","146236",2022,"Janesville Union School District",2929222,879406,1963597,NA,NA,NA,6689742,2552987,8219,4254782,4895649
"22363","OH","65655",2022,"Northwood Local School District",0,0,6970738,0,921508,861201,10278365,0,0,16510268,16318226
"22364","AL","30375",2022,"Perry County Board of Education",22347987,3686703,9676000,0,5773811,0,17267076,7430577,0,16303555,19946243
"22365","CA","146294",2022,"Lassen View Union Elementary School District",2948517,625736,2316621,0,6160,0,5822928,3907070,0,4453829,5484386
"22366","CA","146359",2022,"Marysville Joint Unified School District",259778791,20193283,67327221,0,21388276,0,320976218,130233668,896251,149593647,169060230
"22367","AL","30324",2022,"Muscle Shoals City Board of Education",49078826,3486198,23033000,0,11395252,0,49280767,17706158,0,34506111,40144346
"22368","AL","30385",2022,"Talladega City Board of Education",30089385,2758667,15306000,0,9473817,0,20694602,7295450,170662,24086974,26447300
"22369","AL","30386",2022,"Talladega County Board of Education",159046214,7916439,53598000,0,34943779,0,154042654,39773951,547962,85088703,100247978
"22370","CA","145933",2022,"Berkeley Unified School District",528453132,40071266,95081000,0,43441447,0,594143176,199832084,4312010,223933763,246763070
"22371","CO","32068",2022,"Mesa County Valley School District No. 51",602290869,44024515,241906845,0,11703534,0,584701565,267880349,2328157,132982004,279398159
"22372","AL","30376",2022,"Pickens County Board of Education",43637769,2490858,18848000,0,12213417,0,32543135,9472705,153236,29175441,34772974
"22373","MT","46803",2022,"Big Sky Special Needs Cooperative",1988318,1031,1458182,0,469216,0,1245154,1040814,59889,2415168,2326294
"22374","AL","30310",2022,"Butler County Board of Education",71283706,3084514,21239000,0,13192786,0,58326042,16752201,0,34873711,40985380
"22375","TX","197613",2022,"West Hardin County Consolidated Independent School District",6563291,574952,756656,0,2543150,0,13105112,6783818,0,9531238,10001382
"22376","AK","30407",2022,"Chugach School District",2554654,727826,1826828,0,0,2143049,14503043,3247573,0,7589327,7644935
"22377","AK","30404",2022,"Kuspuk School District",5910939,858974,4879176,0,0,5185476,49388272,10487878,172789,18129327,23694041
"22378","AK","30412",2022,"Iditarod Area School District",3095151,607074,2432905,0,0,2624905,9230703,4163564,55172,8171338,9325431
"22379","AL","30354",2022,"Homewood City Board of Education",86947495,4849221,38940000,0,22376244,0,206157850,64234111,607030,64852953,71594177
"22380","AL","30361",2022,"Auburn City Board of Education",118384843,12877036,67322000,0,38113929,0,327953486,84350072,0,107434956,139240658
"22381","AL","30359",2022,"Lee County Board of Education",190268554,17043860,71691000,0,45617227,0,174006492,48687238,0,112930057,127785434
"22382","AL","30348",2022,"Scottsboro City Board of Education",59557868,648378,19530000,0,12117314,0,52549427,27216337,0,30009257,37660258
"22383","AL","30391",2022,"Walker County Board of Education",128415803,7499762,55794000,0,34382508,0,120066571,31850125,501467,88873786,105932486
"22384","AL","30339",2022,"Fayette County Board of Education",31434166,2165694,16991000,0,11258951,0,20844151,9068418,0,26888446,29805856
"22385","AL","30337",2022,"Attalla City Board of Education",31891293,1237691,11537000,0,6727036,0,25770470,7314631,101619,16640229,19105757
