"","state.abb","state.name","id","geo_id","year","name","category","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues","unrestricted","population","median_hh_income_21"
"20521","KS","Kansas",114808,"2062700",2022,"salina","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,92860,104040,NA,46881,NA
"20522","KS","Kansas",114567,"2057575",2022,"prairie village","General Purpose",47751968,5231076,NA,NA,NA,NA,143491674,38919525,NA,26692016,35127125,-4213696,22952,NA
"20523","KS","Kansas",93310,"2039825",2022,"liberal","General Purpose",55401720,3099764,14591615,NA,NA,NA,176589944,46039130,1732976,35548410,42914568,4637142,19832,NA
"20524","KS","Kansas",114369,"2020075",2022,"el dorado","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,12876,NA
"20525","IN","Indiana",145672,"1837782",2022,"jasper","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,16704,NA
"20526","IN","Indiana",170521,"1822000",2022,"evansville","General Purpose",1578236647,96821607,143588954,NA,324681945,NA,1976363680,686025115,4440849,148321531,149034977,-353763730,117291,46662
"20527","KS","Kansas",114596,"2038650",2022,"lansing","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11245,NA
"20528","IN","Indiana",148202,"1851876",2022,"muncie","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,65197,NA
"20529","IN","Indiana",1036321,"1838358",2022,"jeffersonville","General Purpose",215302837,9884047,36134589,NA,27240808,NA,591759296,168645486,11961643,92260689,92260689,-43945631,49450,NA
"20530","CA","California",67854,"0670588",2022,"scotts valley","General Purpose",43027005,3632257,12883534,NA,16143282,NA,79359994,26316793,717572,23551854,24700675,-19202788,12233,NA
"20531","KY","Kentucky",74838,"2108902",2022,"bowling green","General Purpose",227940651,4663730,97251312,86364,29437971,NA,469640562,218952089,4202538,93379771,133381172,-48320825,72298,43443
"20532","KY","Kentucky",93325,"2183676",2022,"winchester","General Purpose",39313442,1495716,28195365,NA,8078233,NA,33394606,18605082,NA,-23257434,8612306,-26610515,19149,NA
"20533","LA","Louisiana",76605,"2259340",2022,"patterson","General Purpose",8626147,1724002,1435556,NA,653266,NA,23977883,7175650,NA,8219902,9336988,-368301,5931,NA
"20534","IN","Indiana",148212,"1864260",2022,"richmond","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,35728,NA
"20535","LA","Louisiana",1036346,"2267250",2022,"st gabriel","General Purpose",29596740,2787927,3427344,NA,NA,NA,59806874,23007478,NA,10618076,16372540,6800239,6434,NA
"20536","IN","Indiana",107702,"1834114",2022,"hobart","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,29741,NA
"20537","IN","Indiana",189684,"1879208",2022,"vincennes","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,16768,NA
"20538","LA","Louisiana",96897,"2281165",2022,"westwego","General Purpose",23624362,4007968,11885651,NA,5287639,NA,73989417,14995720,NA,18583910,20712437,-8875752,8566,NA
"20539","IL","Illinois",96649,"1706587",2022,"bloomingdale","General Purpose",60896741,5018774,25339302,4031786,5334988,NA,187905196,43108783,1439849,NA,22768410,-12143900,22375,NA
"20540","FL","Florida",148119,"1237525",2022,"lake alfred","General Purpose",3921936,1310029,NA,1286648,469104,NA,44188941,4349038,473144,9313055,16527415,7589886,6535,NA
"20541","ME","Maine",49633,"2363590",2022,"rockland","General Purpose",24961958,1325739,0,230312,1132267,0,60279463,24022579,979709,30629645,32089961,0,6938,NA
"20542","MN","Minnesota",44757,"2753620",2022,"red wing","General Purpose",71125302,4582659,28365992,NA,2234234,NA,27050283,23777842,NA,28366270,28366270,34884605,16540,NA
"20543","LA","Louisiana",103051,"2248225",2022,"mandeville","General Purpose",27966831,6985379,16510852,NA,3939946,NA,162145622,74595755,379720,37792349,37219688,NA,13191,NA
"20544","MO","Missouri",120255,"2955550",2022,"overland","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,10790494,12469505,NA,15945,NA
"20545","MO","Missouri",47594,"2930214",2022,"hannibal","General Purpose",40285488,5970389,NA,937483,1452512,NA,121912853,43101645,1187976,19608309,25274263,26534889,17114,NA
"20546","MO","Missouri",35125,"2904384",2022,"belton","General Purpose",114822402,4639408,0,12334118,888900,0,234566261,81533227,3323835,45001011,62540119,7799172,23978,NA
"20547","MO","Missouri",81440,"2924094",2022,"festus","General Purpose",NA,4915508,NA,NA,NA,NA,NA,NA,NA,18374842,25575553,28944118,12701,NA
"20548","MO","Missouri",120352,"2907966",2022,"branson","General Purpose",145415020,6943810,NA,2683910,NA,NA,337025982,87628563,NA,64387667,64387667,-8618814,12643,NA
"20549","MO","Missouri",119938,"2941168",2022,"lebanon","General Purpose",18575686,6862334,NA,2032478,NA,NA,136223112,56621866,NA,NA,0,20708020,15017,NA
"20550","MO","Missouri",97948,"2963956",2022,"st ann","General Purpose",47633153,208068,NA,NA,NA,NA,35427553,NA,NA,17089533,18564953,-32032447,13020,NA
"20551","MO","Missouri",120062,"2951572",2022,"neosho","General Purpose",15720094,2607575,NA,5138994,NA,NA,81617396,21216155,469948,-14400347,22167928,19363559,12579,NA
"20552","MS","Mississippi",119382,"2819100",2022,"diamondhead","General Purpose",1678610,821460,NA,NA,NA,NA,69037909,6733347,NA,7696377,7793931,6543908,9521,NA
"20553","MO","Missouri",106187,"2961238",2022,"republic","General Purpose",62453759,2911789,2248706,NA,NA,NA,142839611,22915282,1168170,-23143627,39342518,21293825,18763,NA
"20554","MO","Missouri",119931,"2977092",2022,"warrensburg","General Purpose",42271855,4497954,0,7252887,NA,NA,115018464,40392625,1007368,-20677140,7766126,16387762,19325,NA
"20555","MS","Mississippi",34944,"2829700",2022,"gulfport","General Purpose",350047767,50959074,97203979,NA,NA,NA,879506479,200640597,5328325,123709954,129935407,-6919432,72923,43066
"20556","MO","Missouri",120266,"2973618",2022,"town and country","General Purpose",4792837,NA,NA,NA,NA,NA,56418557,NA,NA,15838418,16577937,7509726,11645,NA
"20557","NC","North Carolina",36726,"3730660",2022,"henderson","General Purpose",42186097,5855178,NA,NA,NA,NA,166858986,55374552,1155949,32267662,36460797,30388962,15077,NA
"20558","MO","Missouri",109815,"2906976",2022,"bolivar","General Purpose",2259648,4378926,NA,1342817,NA,NA,50393988,22467216,140370,-10810400,23574682,21342373,10666,NA
"20559","MT","Montana",120659,"3004975",2022,"belgrade","General Purpose",41395023,6660331,4462560,NA,845739,NA,88393360,22496546,1123742,12901981,11159334,186803,10472,NA
"20560","MS","Mississippi",34939,"2815700",2022,"corinth","General Purpose",53666444,5001172,18375221,NA,NA,NA,90956522,32497506,895372,22522327,24439279,-691183,14623,NA
"20561","MS","Mississippi",106131,"2831780",2022,"hernando","General Purpose",49817425,9074184,24157577,NA,NA,NA,70553584,22440597,779936,27476945,27699334,-19181310,17135,NA
"20562","ND","North Dakota",1035849,"3884780",2022,"west fargo","General Purpose",382967789,11061813,31288357,NA,1428034,NA,943889545,776007576,NA,93071321,127921890,-28763553,38635,NA
"20563","MS","Mississippi",44642,"2855360",2022,"pascagoula","General Purpose",76936883,7021562,30607831,NA,NA,NA,178527961,43444928,NA,41571492,59871015,-9451230,22003,NA
"20564","MS","Mississippi",1267026,"2870240",2022,"starkville","General Purpose",136651014,21855633,38384296,NA,NA,NA,203815747,55375146,1204694,78806092,89791264,-24473912,24356,NA
"20565","NM","New Mexico",82139,"3525170",2022,"espanola","General Purpose",NA,NA,NA,NA,NA,NA,50690511,19712691,NA,20265067,20265067,NA,10533,NA
"20566","ND","North Dakota",36795,"3882660",2022,"wahpeton","General Purpose",25308941,1091498,6857028,NA,NA,NA,104128911,30561328,373950,12343031,23320660,1652568,8013,NA
"20567","NC","North Carolina",98030,"3738060",2022,"lexington","General Purpose",70934782,12405838,NA,NA,NA,NA,261421216,123612183,NA,98692720,98692720,57414030,19629,NA
"20568","VT","Vermont",1239576,"5010675",2022,"burlington","General Purpose",340198245,64149446,55834380,NA,5439976,NA,790137112,137102906,7064021,190481146,233724468,10829398,44744,NA
"20569","NY","New York",108174,"3629443",2022,"gloversville","General Purpose",18310478,2315685,716532,NA,NA,NA,79341023,20080517,2070535,24148198,26998631,7575055,15137,NA
"20570","NJ","New Jersey",1208596,"3474000",2022,"trenton","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,90860,41715
"20571","UT","Utah",93514,"4955980",2022,"ogden city","General Purpose",183287680,42578801,2723397,21354086,NA,NA,806602709,239788126,3368602,133007684,144567135,151013401,87343,56501
"20572","NM","New Mexico",42832,"3570500",2022,"santa fe","General Purpose",NA,NA,NA,NA,NA,12194579,NA,352037143,NA,237089559,237089559,NA,87503,60517
"20573","UT","Utah",88577,"4950150",2022,"millcreek","General Purpose",63485594,NA,NA,NA,NA,NA,284962218,NA,NA,NA,2021,17050885,63890,NA
"20574","GA","Georgia",32473,"1301052",2022,"albany","General Purpose",214959393,54480122,75801323,NA,40083453,NA,660005913,196912536,6364094,244175902,276342674,73842350,69652,38999
"20575","SD","South Dakota",128474,"4663100",2022,"tea","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5602,NA
"20576","VA","Virginia",230367,"5148952",2022,"manassas","General Purpose",265578181,43720579,16361619,NA,13614138,NA,853636657,341544481,5296044,212094980,264837266,159333307,42773,NA
"20577","WY","Wyoming",46297,"5644760",2022,"lander","General Purpose",12262701,2185807,3423296,NA,NA,NA,86009558,19531766,400788,12364667,17768667,3379766,7549,NA
"20578","NE","Nebraska",108649,"3121275",2022,"hartington","General Purpose",3146101,110225,NA,NA,NA,NA,7747881,553234,NA,2737701,3399744,503347,1513,NA
"20579","IL","Illinois",93099,"1772650",2022,"stewardson","General Purpose",173085,4780,NA,NA,NA,NA,2213796,581798,NA,527935,606921,545627,723,NA
"20580","OH","Ohio",82516,"3903352",2022,"avon","General Purpose",108723360,7754503,21233813,103032,3118396,1220817,246642699,78065037,2444043,49429917,49429917,7697822,24850,NA
"20581","MI","Michigan",81285,"2689260",2022,"zeeland","General Purpose",7389614,4413334,456280,28814,NA,20513,207954900,99289146,NA,50130741,46453387,93026647,5721,NA
"20582","IL","Illinois",71600,"1713139",2022,"chester","General Purpose",7247613,1104267,1056566,1822869,1548055,NA,38688846,17308253,473971,9945089,12539730,NA,6828,NA
"20583","IL","Illinois",71229,"1702752",2022,"atlanta","General Purpose",2885739,216439,NA,255823,NA,NA,6953425,1399605,NA,1996824,2332747,NA,1667,NA
"20584","MD","Maryland",93349,"2430900",2022,"frostburg","General Purpose",13574505,4193261,1350533,NA,586069,NA,58061571,13738024,551848,10867300,13204423,NA,7029,NA
"20585","MD","Maryland",93346,"2406800",2022,"berlin","General Purpose",17414944,939899,2684209,NA,NA,NA,62485939,17064261,280989,14345995,17667079,NA,5025,NA
"20586","LA","Louisiana",110037,"2278540",2022,"vienna","General Purpose",461,461,NA,NA,NA,NA,445543,349434,NA,53660,76498,NA,481,NA
"20587","LA","Louisiana",76722,"2265325",2022,"robeline","General Purpose",37291,10674,NA,NA,NA,NA,882311,146751,NA,598839,568736,NA,118,NA
"20588","LA","Louisiana",95143,"2207730",2022,"blanchard","General Purpose",15847581,1566003,307397,NA,NA,NA,25951279,6757621,35623,5251224,7269193,NA,3533,NA
"20589","KS","Kansas",33456,"2033450",2022,"humboldt","General Purpose",NA,NA,990344,NA,NA,NA,NA,NA,NA,5098727,5129855,NA,1847,NA
"20590","KS","Kansas",114454,"2031850",2022,"highland","General Purpose",NA,NA,269221,NA,NA,NA,NA,NA,NA,2371054,2704233,NA,915,NA
"20591","GA","Georgia",1267656,"1380788",2022,"watkinsville","General Purpose",493434,439613,NA,NA,NA,NA,11286982,6158524,53821,2623728,3480300,NA,2896,NA
"20592","GA","Georgia",70860,"1338040",2022,"hephzibah","General Purpose",116044,116044,NA,33877,NA,NA,30690619,8015790,NA,3983341,5085260,NA,3829,NA
"20593","GA","Georgia",70860,"1338040",2022,"hephzibah","General Purpose",116044,116044,NA,33877,NA,NA,30690619,8015790,NA,3983341,5085260,NA,3829,NA
"20594","AZ","Arizona",56527,"0413890",2022,"clarkdale","General Purpose",14678744,3515115,2615564,NA,2615,200914,36678955,16497507,162621,6567025,10939906,NA,4436,NA
"20595","KY","Kentucky",115860,"2105446",2022,"bellevue","General Purpose",18047599,1318878,4256709,NA,1287543,NA,20915604,7322166,166552,6300257,6783707,NA,5542,NA
"20596","IL","Illinois",72391,"1735047",2022,"hillsboro","General Purpose",13302880,284324,4133478,NA,NA,NA,32178485,13296674,57000,10837180,8840940,-909848,5869,NA
"20597","LA","Louisiana",100351,"2237445",2022,"iowa","General Purpose",2248884,939977,1096478,NA,NA,NA,21369303,7391910,137777,6784430,9210394,1816150,3434,NA
"20598","NC","North Carolina",123235,"3758360",2022,"rural hall","General Purpose",2488396,676519,230193,NA,1130519,NA,9244254,4809931,50806,3086329,3508848,NA,3355,NA
"20599","NC","North Carolina",123372,"3758160",2022,"roxboro","General Purpose",35184928,1905038,2916509,NA,633330,NA,58736398,10699791,665915,19858881,17886559,NA,8128,NA
"20600","NC","North Carolina",123463,"3757640",2022,"rolesville","General Purpose",9436243,2248144,1314201,NA,1885695,NA,66836397,20843047,236051,10679182,18399449,NA,9650,NA
"20601","NC","North Carolina",123392,"3757260",2022,"rockingham","General Purpose",182275263,13414976,10239440,138668,83021886,NA,225900359,122452804,2128267,119588828,147478734,NA,9245,NA
"20602","NC","North Carolina",123197,"3756710",2022,"river bend","General Purpose",1775524,77760,409897,NA,NA,NA,10015058,3845990,57142,2814838,3577547,NA,2899,NA
"20603","NC","North Carolina",123319,"3752220",2022,"pineville","General Purpose",32577746,4730284,3154798,NA,3292520,NA,115466511,43870955,400144,27379364,30821520,NA,10605,NA
"20604","NC","North Carolina",81730,"3743720",2022,"mocksville","General Purpose",7537717,253793,430788,NA,839594,NA,36434168,10625498,96987,11511339,14960754,NA,5900,NA
"20605","NC","North Carolina",123213,"3742860",2022,"midway","General Purpose",50459,42059,6901,NA,NA,NA,11234053,7685109,1499,1023482,2368958,NA,4742,NA
"20606","NC","North Carolina",123311,"3741620",2022,"mars hill","General Purpose",1495871,511367,394541,NA,NA,NA,22126537,9907742,76507,3262930,4065233,NA,2011,NA
"20607","NC","North Carolina",123169,"3740660",2022,"maiden","General Purpose",3997243,552156,1355794,NA,1244578,NA,37909771,16727928,212033,20110715,21179964,NA,3741,NA
"20608","NC","North Carolina",123242,"3739480",2022,"lowell","General Purpose",3159695,864549,545403,NA,514820,NA,11460455,6841841,68100,4830788,7422913,NA,3653,NA
"20609","NC","North Carolina",123231,"3738040",2022,"lewisville","General Purpose",3316392,1381360,96619,NA,NA,NA,25245192,12598764,38413,4860555,6906938,NA,13376,NA
"20610","NC","North Carolina",98029,"3736860",2022,"landis","General Purpose",7767499,1446681,699330,NA,NA,NA,31376425,9805176,148943,11899581,13106862,NA,3692,NA
"20611","NC","North Carolina",123305,"3736400",2022,"la grange","General Purpose",6187321,1436604,202895,NA,NA,NA,22540624,8598423,128885,6558097,7657411,NA,2593,NA
"20612","NC","North Carolina",123210,"3736060",2022,"kitty hawk","General Purpose",10243725,1503374,1654605,NA,1846140,NA,36148214,24571537,219177,12074443,12641226,NA,3701,NA
"20613","NC","North Carolina",123229,"3735600",2022,"kernersville","General Purpose",44250352,2593890,6807814,NA,10897133,NA,195898768,34967777,1652663,37969034,52780543,NA,26461,NA
"20614","NC","North Carolina",123417,"3724080",2022,"forest city","General Purpose",19552222,2465435,2940483,NA,12228422,NA,86486876,22536108,673418,26979273,28001373,NA,7375,NA
"20615","NC","North Carolina",123272,"3718320",2022,"dunn","General Purpose",29643155,3954792,2903906,NA,6438560,NA,64894034,12622238,389612,19024986,19832308,NA,8446,NA
"20616","NC","North Carolina",123208,"3718060",2022,"duck","General Purpose",8480837,988026,1163336,NA,NA,NA,36876922,17533850,196225,9421609,10990265,NA,741,NA
"20617","NC","North Carolina",123318,"3716400",2022,"davidson","General Purpose",29702299,3110954,1612381,NA,NA,NA,65752560,32013109,439252,15052319,17097249,NA,15109,NA
"20618","NC","North Carolina",123168,"3712720",2022,"claremont","General Purpose",1742782,680168,489949,NA,134988,NA,24019793,10343090,129163,5328160,6550900,NA,1689,NA
"20619","NC","North Carolina",56727,"3707720",2022,"brevard","General Purpose",26957024,3062774,1591843,NA,36047,NA,61839173,12711720,367730,15841324,17568242,NA,7750,NA
"20620","NC","North Carolina",123142,"3706140",2022,"black mountain","General Purpose",15295100,2425443,2110946,NA,7408270,NA,35037861,11893873,320590,12559332,14877457,NA,8422,NA
"20621","NC","North Carolina",123214,"3705135",2022,"bermuda run","General Purpose",351612,302730,40334,NA,NA,NA,12874687,5002876,8548,3571148,3699486,NA,3122,NA
"20622","NC","North Carolina",123389,"3701720",2022,"archdale","General Purpose",10455793,4066822,1180488,NA,259684,NA,71160194,27224060,264943,13002021,15383437,NA,11887,NA
"20623","LA","Louisiana",75323,"2212280",2022,"campti","General Purpose",731557,275580,121064,NA,NA,NA,2037076,484846,NA,806357,806357,-28357,888,NA
"20624","MO","Missouri",119903,"2954920",2022,"oronogo","General Purpose",NA,NA,NA,NA,NA,NA,3607702,3607702,14777,3187037,2689987,NA,2559,NA
"20625","MO","Missouri",49152,"2941870",2022,"lexington","General Purpose",22316323,580639,NA,13143,NA,NA,38529883,17465340,71099,6575559,7550129,NA,4644,NA
"20626","MO","Missouri",119778,"2929206",2022,"greenfield","General Purpose",132006974,9929033,NA,NA,NA,NA,NA,NA,NA,53324925,59803610,-15519109,1213,NA
"20627","MO","Missouri",120021,"2921052",2022,"east prairie","General Purpose",2788037,177704,NA,NA,NA,NA,11502939,3344242,NA,3198597,3392094,NA,2940,NA
"20628","MN","Minnesota",117233,"2768620",2022,"watkins","General Purpose",NA,NA,NA,NA,NA,NA,3843343,3843343,NA,1800225,1997107,NA,989,NA
"20629","NC","North Carolina",123479,"3774020",2022,"wilkesboro","General Purpose",17490000,2892970,1487409,NA,6638609,NA,59839979,8398700,63216,16199151,20165052,NA,3689,NA
"20630","NC","North Carolina",123189,"3773660",2022,"whiteville","General Purpose",12174049,3224311,1250128,NA,2478878,NA,37416255,9926483,429074,10579837,11066907,NA,4763,NA
"20631","NC","North Carolina",123448,"3771460",2022,"waxhaw","General Purpose",8743946,2809522,2029155,NA,NA,NA,87670649,29298767,352234,15434483,20839381,NA,20537,NA
