"","state","name","id","ncesID","state.abb","enrollment_20","enrollment_21","enrollment_22","government_level"
"3043","PA","Southeast Delco School District","37967","4222400","PA",4326,4181,4053,"school district"
"3044","PA","Redbank Valley School District","37942","4220130","PA",1089,1028,991,"school district"
"3045","PA","Wattsburg Area School District","37987","4225080","PA",1322,1296,1301,"school district"
"3046","PA","Troy Area School District","37898","4223790","PA",1451,1391,1381,"school district"
"3047","PA","West Jefferson Hills School District","37847","4225590","PA",3104,3199,3256,"school district"
"3048","PA","Cocalico School District","38027","4206270","PA",2979,2931,2985,"school district"
"3049","PA","West Allegheny School District","37856","4225200","PA",3340,3290,3316,"school district"
"3050","PA","Twin Valley School District","37886","4224000","PA",3134,2976,3071,"school district"
"3051","PA","Conneaut School District","37952","4206590","PA",1861,1840,1846,"school district"
"3052","PA","West Branch Area School District","37945","4225230","PA",963,941,951,"school district"
"3053","PA","Lake Lehman School District","38063","4213020","PA",1720,1662,1622,"school district"
"3054","PA","Pen Argyl Area School District","38110","4218570","PA",1492,1473,1450,"school district"
"3055","PA","Midd-West School District","38134","4215210","PA",2114,1990,1974,"school district"
"3056","PA","Pottsville Area School District","38126","4219710","PA",2482,2413,2365,"school district"
"3057","PA","Eastern Lancaster County School District","38040","4208820","PA",3038,2768,2789,"school district"
"3058","PA","Bethlehem Area School District","38106","4203570","PA",13424,13005,13034,"school district"
"3059","PA","Downingtown Area School District","37932","4207710","PA",13079,12909,13059,"school district"
"3060","PA","Ephrata Area School District","38030","4209270","PA",4171,4130,4002,"school district"
"3061","PA","Dubois Area School District","37943","4207830","PA",3491,3438,3302,"school district"
"3062","PA","Dunmore School District","38020","4207980","PA",1492,1455,1437,"school district"
"3063","PA","Elk Lake School District","38142","4209150","PA",1172,1098,1091,"school district"
"3064","PA","East Stroudsburg Area School District","38083","4208670","PA",6668,6307,6389,"school district"
"3065","PA","Greenville Area School District","38077","4211160","PA",1294,1228,1252,"school district"
"3066","PA","Minersville Area School District","38124","4215510","PA",1128,1098,1097,"school district"
"3067","PA","Farrell Area School District","38076","4209690","PA",641,635,666,"school district"
"3068","PA","Methacton School District","38102","4214250","PA",4742,4652,4618,"school district"
"3069","PA","Mid Valley School District","38021","4215170","PA",1850,1830,1893,"school district"
"3070","PA","Mifflin County School District","38082","4215290","PA",4869,4687,4717,"school district"
"3071","PA","Northern Lebanon School District","38046","4217640","PA",2299,2185,2202,"school district"
"3072","PA","Montoursville Area School District","38072","4215750","PA",1952,1860,1754,"school district"
"3073","PA","Northwest Area School District","38067","4217790","PA",1047,967,939,"school district"
"3074","PA","Penns Manor Area School District","38012","4218780","PA",808,781,750,"school district"
"3075","PA","Cranberry Area School District","38149","4207050","PA",1151,1098,1163,"school district"
"3076","PA","Crestwood School District","38059","4205460","PA",2845,2812,2811,"school district"
"3077","PA","Punxsutawney Area School District","38015","4219800","PA",1975,1876,1893,"school district"
"3078","PA","State College Area School District","37928","4222770","PA",6818,6721,6776,"school district"
"3079","PA","Uniontown Area School District","37991","4224150","PA",2712,2512,2558,"school district"
"3080","PA","United School District","38011","4224240","PA",1000,944,935,"school district"
"3081","PA","Warren County School District","38155","4224820","PA",4117,4009,3947,"school district"
"3082","PA","Warwick School District","38034","4224960","PA",4033,3835,3850,"school district"
"3083","PA","Washington School District","38158","4224990","PA",1477,1474,1490,"school district"
"3084","PA","Upper Perkiomen School District","38099","4224540","PA",3396,3230,3226,"school district"
"3085","PA","Tuscarora School District","38000","4222740","PA",2353,2294,2245,"school district"
"3086","PA","Mcguffey School District","38164","4214880","PA",1568,1509,1541,"school district"
"3087","PA","Allentown School District","38050","4202280","PA",16730,16231,16189,"school district"
"3088","PA","Penn Manor School District","38041","4218630","PA",5449,5378,5481,"school district"
"3089","PA","Williamsport Area School District","38073","4226460","PA",4921,4751,4688,"school district"
"3090","PA","Danville Area School District","38104","4207320","PA",2271,2163,2171,"school district"
"3091","PA","Mount Carmel Area School District","38115","4215990","PA",1502,1471,1498,"school district"
"3092","PA","Wilson Area School District","38111","4226550","PA",2243,2181,2194,"school district"
"3093","PA","Blue Mountain School District","38131","4203870","PA",2564,2459,2463,"school district"
"3094","PA","Bentworth School District","38162","4203360","PA",1090,1069,1069,"school district"
"3095","PA","Dover Area School District","38190","4207680","PA",3493,3418,3211,"school district"
"3096","PA","Derry Area School District","38170","4207560","PA",1924,1837,1834,"school district"
"3097","PA","Franklin Regional School District","38171","4210230","PA",3378,3299,3369,"school district"
"3098","PA","Greensburg Salem School District","38172","4210920","PA",2666,2612,2602,"school district"
"3099","PA","Kiski Area School District","38184","4212840","PA",3607,3461,3405,"school district"
"3100","PA","Ligonier Valley School District","38174","4213710","PA",1514,1426,1408,"school district"
"3101","PA","North Star School District","38136","4210115","PA",1073,1026,1013,"school district"
"3102","PA","Norristown Area School District","38091","4216980","PA",7580,7611,7771,"school district"
"3103","PA","Oil City Area School District","38151","4218090","PA",1877,1848,1829,"school district"
"3104","PA","Norwin School District","38177","4217940","PA",5275,5117,5070,"school district"
"3105","PA","Penn-Trafford School District","38182","4218660","PA",3828,3848,3852,"school district"
"3106","PA","Pine Grove Area School District","38125","4219140","PA",1572,1541,1588,"school district"
"3107","PA","Pottstown School District","38092","4219680","PA",3381,3237,3298,"school district"
"3108","PA","North Pocono School District","38024","4217310","PA",2980,2907,2871,"school district"
"3109","PA","Selinsgrove Area School District","38135","4221120","PA",2615,2442,2414,"school district"
"3110","PA","Shikellamy School District","38117","4221540","PA",2892,2838,2889,"school district"
"3111","PA","Red Lion Area School District","38199","4220100","PA",5087,4897,4907,"school district"
"3112","PA","Susquenita School District","38120","4223040","PA",1828,1707,1730,"school district"
"3113","PA","Souderton Area School District","38094","4221870","PA",6477,6223,6153,"school district"
"3114","PA","Valley View School District","38018","4224650","PA",2485,2333,2370,"school district"
"3115","PA","West Perry School District","38119","4225740","PA",2338,2213,2210,"school district"
"3116","PA","Windber Area School District","38140","4226610","PA",1210,1213,1225,"school district"
"3117","PA","Abington School District","38087","4202040","PA",8534,8359,8291,"school district"
"3118","PA","Wellsboro Area School District","38143","4225170","PA",1543,1463,1422,"school district"
"3119","OH","Edon Northwest Local School District","83043","3905062","OH",493,470,482,"school district"
"3120","PA","South Western School District","38195","4222470","PA",4247,4204,4340,"school district"
"3121","PA","Valley Grove School District","38152","4224630","PA",798,817,790,"school district"
"3122","PA","Tunkhannock Area School District","38187","4223850","PA",2183,2140,2076,"school district"
"3123","SC","Beaufort County School District","38324","4501110","SC",22405,21219,21283,"school district"
"3124","SC","Calhoun County Public Schools","38326","4501250","SC",1700,1590,1545,"school district"
"3125","IN","Metropolitan School District of Warren County","196703","1806080","IN",1304,1310,1363,"school district"
"3126","IN","Union County College Corner Joint School District","196762","1811610","IN",1287,1315,1299,"school district"
"3127","KS","Seaman Unified School District No. 345","196793","2011490","KS",4034,3895,3915,"school district"
"3128","KS","Unified School District No. 363","196797","2007350","KS",1021,939,991,"school district"
"3129","KS","Unified School District No. 475","196789","2007890","KS",7463,7041,7095,"school district"
"3130","MA","Hoosac Valley Regional School District","196826","2501780","MA",1103,1035,1008,"school district"
"3131","MI","Allegan Public Schools","196841","2602220","MI",2399,2217,2226,"school district"
"3132","TX","Crockett Independent School District","45636","4815720","TX",1309,1273,1190,"school district"
"3133","MN","Kelliher Independent School District No. 36","196899","2717010","MN",304,295,297,"school district"
"3134","MN","Waseca Independent School District No. 829","196919","2741880","MN",1890,1790,1783,"school district"
"3135","MN","Thief River Falls Independent School District No. 564","196909","2738850","MN",2030,1914,1853,"school district"
"3136","MN","Milaca Independent School District No. 912","196915","2720670","MN",1790,1682,1673,"school district"
"3137","MN","Sauk Rapids Independent School District No. 47","196906","2732880","MN",4579,4475,4364,"school district"
"3138","MN","Becker Independent School District No. 726","196911","2703870","MN",2958,2854,2833,"school district"
"3139","MT","Columbus School District No. 6","196943","3007190","MT",523,462,461,"school district"
"3140","ND","Nesson Public School District No. 2","196973","3813710","ND",374,392,412,"school district"
"3141","NE","Chase County School District No. 10","196981","3100163","NE",623,617,614,"school district"
"3142","NE","Keya Paha County Public Schools District No. 100","196991","3172480","NE",91,97,89,"school district"
"3143","NE","Arthur School District No. 500","196977","3103210","NE",123,124,122,"school district"
"3144","NE","Allen Public School District No. 70","196974","3102880","NE",149,151,146,"school district"
"3145","NE","Mcpherson County School District No. 90","196996","3173560","NE",66,61,57,"school district"
"3146","NE","Paxton Consolidated Public Schools District No. 6","197003","3175360","NE",225,202,195,"school district"
